,BTC vs SPY,BTC vs QQQ,BTC vs Gold,BTC vs TLT
2019-08-15,-0.07722438734531348,-0.05121281611779872,0.21073550578819691,0.09062132134801099
2019-08-16,-0.07569495730916856,-0.049740241887625235,0.215921601752706,0.08899331037000216
2019-08-19,-0.07058181521947159,-0.04475525448188396,0.2063181761191282,0.07746874762693862
2019-08-20,-0.07043492062776673,-0.04389263132033435,0.20155775601003073,0.07474784133284035
2019-08-21,-0.07359446720260757,-0.04736645579185703,0.20656446450551738,0.08440860611758878
2019-08-22,-0.0740902474621249,-0.04785320721602845,0.20613628978689458,0.0861327912933405
2019-08-23,-0.07854455371739029,-0.05169546140116225,0.20912955187041246,0.0911636197074586
2019-08-26,-0.07873186775217218,-0.051980370883249485,0.21300659006590203,0.09131108322339501
2019-08-27,-0.07932347731266123,-0.053165511522217046,0.20735239365123803,0.08598040481684885
2019-08-28,-0.08322250648305037,-0.05542955453891231,0.20834802251188736,0.08774286570596296
2019-08-29,-0.08592504719830717,-0.058064767484294684,0.21436665219398093,0.09222516661670811
2019-08-30,-0.08560849978202123,-0.05760966323885162,0.2144857714234224,0.09221870281373079
2019-09-03,-0.09027351092172115,-0.06335714357448786,0.22680577212419525,0.092054097364927
2019-09-04,-0.09056107260523023,-0.0637409622086755,0.22640729276352575,0.09230458844205378
2019-09-05,-0.0902278115515181,-0.06295387142384706,0.22608192325469004,0.09599482561150567
2019-09-06,-0.09276182829474877,-0.06964279881577347,0.23165792998610005,0.0907059112592853
2019-09-09,-0.09405818225654727,-0.07209581506910608,0.23261632240938468,0.09207982632959111
2019-09-10,-0.09415366805389977,-0.07191666219084707,0.23402597439268708,0.09521552054646448
2019-09-11,-0.09365571990965055,-0.07127750808982809,0.23368020840835393,0.09607414988145632
2019-09-12,-0.092999301937888,-0.07062727661390714,0.23384485576866146,0.0937788683191954
2019-09-13,-0.09293065454023182,-0.07039768627570588,0.23427462456089043,0.09395033874492048
2019-09-16,-0.0937697657594428,-0.07162783449382173,0.23429127039656045,0.09151397701132367
2019-09-17,-0.09387907646375868,-0.07186251969985348,0.2343667860546545,0.09092702945386442
2019-09-18,-0.09584313925716806,-0.07555868753156862,0.23698006460038154,0.09032418175423046
2019-09-19,-0.09639338963424197,-0.07613618941315178,0.23743140995793677,0.0925235523225033
2019-09-20,-0.09589040101496257,-0.0752822649841502,0.23492667469512424,0.09048459093063294
2019-09-23,-0.0966888685140193,-0.07634229135555809,0.23127364910559106,0.0902638887098612
2019-09-24,-0.08756998933143557,-0.06477448534518039,0.22585556633309162,0.07326831024248498
2019-09-25,-0.08902367913798455,-0.06552884962330077,0.22641501669568354,0.07496200788629016
2019-09-26,-0.08827923502128525,-0.0641906102963303,0.22692315256894452,0.07113760411552578
2019-09-27,-0.08874039247697342,-0.06518615996215701,0.22629046075656933,0.0710873694904649
2019-09-30,-0.08920721933998639,-0.06633395962953813,0.22731821749637238,0.07125334479764153
2019-10-01,-0.08937196965204945,-0.06650726296007804,0.22803603678107062,0.07108433573470534
2019-10-02,-0.08918531571967987,-0.06661206965068692,0.22734540758511046,0.0703186138007245
2019-10-03,-0.09026271052683696,-0.06778573150055715,0.22823296358787265,0.06885065983999833
2019-10-04,-0.09086435870823863,-0.06833585422332782,0.22794896002152268,0.06672064592445279
2019-10-07,-0.09044021217653478,-0.06754600997832987,0.22697106103798712,0.06728176545697385
2019-10-08,-0.08937145792727313,-0.06675563927342931,0.2260336052538881,0.06806494254274337
2019-10-09,-0.08591867221423513,-0.06410360036471596,0.22716642803395773,0.06444830057571362
2019-10-10,-0.08607132626984812,-0.06415367931814737,0.22674083612730442,0.06500336995711106
2019-10-11,-0.09283807233802792,-0.07064247171814535,0.2288335127801031,0.06939053490942652
2019-10-14,-0.10354497055081692,-0.07509241829330954,0.24985292484278832,0.07730703746555036
2019-10-15,-0.10548580413163304,-0.07731526479093055,0.2515417396226629,0.08039831052134329
2019-10-16,-0.10292145386789661,-0.07332526072112117,0.24746530602709413,0.0812908427787362
2019-10-17,-0.10333643697920715,-0.07353660317615572,0.24749582453077096,0.0810807817102101
2019-10-18,-0.10257846040202927,-0.0723204462833314,0.24771085133054105,0.08060444095039698
2019-10-21,-0.10266956140180561,-0.0727868852682463,0.24520588745690194,0.07683075718894462
2019-10-22,-0.10195086787788961,-0.07156393591523486,0.2445012935856085,0.07528335283157732
2019-10-23,-0.10289674474612232,-0.07191023351636705,0.2422052383801076,0.07493260994508293
2019-10-24,-0.10315423037088718,-0.07220434057069128,0.24194908882860575,0.07517407526452147
2019-10-25,-0.0980989244394644,-0.0650399837717529,0.23958326978524103,0.06299174773018487
2019-10-28,-0.09473401917888158,-0.06063427251467098,0.2307587929679285,0.05444707533847965
2019-10-29,-0.09588860148906156,-0.062383538839087004,0.23009304601853528,0.054633994119248186
2019-10-30,-0.09773417822827019,-0.0667014018510312,0.22737543592575069,0.04910889347636127
2019-10-31,-0.09773669218701891,-0.0666492108189662,0.2264162325035015,0.048224552303397505
2019-11-01,-0.09705572101249275,-0.06602230821207078,0.2263863290072754,0.047699393837275304
2019-11-04,-0.09740352456390337,-0.06618139626426066,0.2259479359101523,0.045085370006827316
2019-11-05,-0.09738349601772273,-0.06647770778677439,0.22546128151568012,0.04640838117470763
2019-11-06,-0.097521700198579,-0.06641895010748285,0.22549446245662758,0.04625907897760388
2019-11-07,-0.09805128689136128,-0.0668180041402093,0.22584631010482034,0.04841856674863788
2019-11-08,-0.10099796781184991,-0.07017004067361306,0.22910344383510337,0.05123737608738781
2019-11-11,-0.10112686182274372,-0.07075911659961887,0.22893896180956172,0.05111113443410735
2019-11-12,-0.10242623580683957,-0.07245399341150026,0.2284858081609757,0.052334388304913985
2019-11-13,-0.10398760878675492,-0.07427969171953783,0.22839187974874633,0.05242873617062801
2019-11-14,-0.10417211318888724,-0.07411568423655615,0.2277210852755755,0.050691449187317376
2019-11-15,-0.11303521892795317,-0.08159069707578401,0.23937662740228638,0.0514074328682681
2019-11-18,-0.11170738532135037,-0.07980569131728713,0.23876301896404786,0.05086056466607553
2019-11-19,-0.11133411068128947,-0.08033908884795281,0.24035138730251132,0.050385412424004385
2019-11-20,-0.13260470743127628,-0.11102877068381087,0.2433861959858503,0.051061312213773156
2019-11-21,-0.14850797437043456,-0.12261716487840976,0.24710614354435909,0.054876561682961886
2019-11-22,-0.14968596176953283,-0.12379443196728371,0.24785954360428517,0.05503503978193753
2019-11-25,-0.15544078237635187,-0.1291551137319261,0.24874188100651098,0.05470684624666768
2019-11-26,-0.14003141411815034,-0.1111637581953054,0.2502202296833298,0.05094564256964495
2019-11-27,-0.13865043604568997,-0.10940524935526302,0.2477272836983755,0.049031354302137106
2019-11-29,-0.1657066135591881,-0.1381618304518083,0.24806354037054132,0.056287839510009194
2019-12-02,-0.1597628224325574,-0.13264216930362013,0.24807409473277375,0.06569109209731715
2019-12-03,-0.15679479152603162,-0.1298856976199198,0.24617386608823208,0.06632373050146523
2019-12-04,-0.15404755735564973,-0.12673391057469258,0.249815119258046,0.07027968616187732
2019-12-05,-0.1536896416395574,-0.125586274232206,0.24914406601671835,0.06687978040217617
2019-12-06,-0.15705427271426275,-0.12110142304205858,0.2493624083657247,0.07014101019999332
2019-12-09,-0.16606074266331358,-0.13069946105792524,0.2531527762043592,0.07021389793913105
2019-12-10,-0.1658774108471193,-0.13203772172551334,0.25371508537497606,0.06958838093440321
2019-12-11,-0.16634160872865192,-0.1320202879526732,0.25204133923910865,0.06818012852935862
2019-12-12,-0.1668171669092954,-0.132956313762463,0.25172279447128404,0.06849290957316678
2019-12-13,-0.1679099032574433,-0.13361752270628602,0.250520368249655,0.06642446443699265
2019-12-16,-0.1768420463436221,-0.1430213314898925,0.24928187439758262,0.07265653705083619
2019-12-17,-0.16089470963399047,-0.12810606961345256,0.24490049553672139,0.06886167265934448
2019-12-18,-0.1598537075492414,-0.1291301226730549,0.24178016194996702,0.05629978953992092
2019-12-19,-0.15968334650159893,-0.12895338874603876,0.24261460222853634,0.054987308345132366
2019-12-20,-0.14473826202853246,-0.11807800547459225,0.22904259562027432,0.0605992454966738
2019-12-23,-0.16068392618666474,-0.13646775971452882,0.22673529268498938,0.059856578485845316
2019-12-24,-0.15152373512547984,-0.12879811942410466,0.22110502765256643,0.05752675173820513
2019-12-26,-0.13156134962536364,-0.10788057811820939,0.21759054688788582,0.04979407015217852
2019-12-27,-0.12802494301207143,-0.10707937787113948,0.22338339845634278,0.04964434209752835
2019-12-30,-0.12631145881255218,-0.1060795500927686,0.22160413279299,0.0435151105525359
2019-12-31,-0.12270205172029687,-0.10336697178471098,0.22239087236527363,0.0475503148183175
2020-01-02,-0.12564567552876782,-0.10866461657244546,0.2197252685852081,0.04041677670401045
2020-01-03,-0.14161145897177704,-0.12479579663812486,0.22929235960955527,0.05274249350948908
2020-01-06,-0.14527694000256594,-0.1269550943037828,0.23514273780881587,0.048955402715598256
2020-01-07,-0.15084331964729905,-0.13175454527906375,0.2354800127691194,0.04746433032546641
2020-01-08,-0.15158338574938038,-0.132434475608306,0.23627212909036016,0.04850765475338617
2020-01-09,-0.1532257641820694,-0.13406396961661812,0.23841248154486103,0.04740019068644337
2020-01-10,-0.15310392101065204,-0.1348925732425218,0.23496861053146756,0.04311010943561488
2020-01-13,-0.15341426372801936,-0.13539982257236008,0.2351049564628823,0.04347815347359753
2020-01-14,-0.1550656843728002,-0.13860192640917593,0.23195150227985922,0.04752120826459702
2020-01-15,-0.15270404452999298,-0.13534822758500567,0.23075204690832066,0.045745837156963155
2020-01-16,-0.15366438767686444,-0.13618115600504171,0.23103818448207034,0.04634873326119749
2020-01-17,-0.15349748788618855,-0.1356886539121354,0.231284685335939,0.044096768888321605
2020-01-21,-0.15178690916738635,-0.13459386223718872,0.2306541877629015,0.04035094327634102
2020-01-22,-0.1562624872831556,-0.1399849477991031,0.2314789044110065,0.04137625656027389
2020-01-23,-0.15600295034863326,-0.1404422184381136,0.23030764307587534,0.03845156406874143
2020-01-24,-0.15548033859999627,-0.14026037177276665,0.23016246669644294,0.038447067261028964
2020-01-27,-0.16376780676138486,-0.14873875881464232,0.2354099001848605,0.0465896919047064
2020-01-28,-0.16248877237547818,-0.14775681219577597,0.23049989535808107,0.04094209346185625
2020-01-29,-0.16261856372093092,-0.14931151708833984,0.23066037262072783,0.040436577856219784
2020-01-30,-0.16453613263125796,-0.15226125787889852,0.2303151524936966,0.04041616917148451
2020-01-31,-0.15650123565172364,-0.1466504183769652,0.22865264463602053,0.03948217568026989
2020-02-03,-0.15710213989292462,-0.14735546899761012,0.22935209408311893,0.04006108879175999
2020-02-04,-0.15810278901407018,-0.14831332000244568,0.22999805787402058,0.041840190893596606
2020-02-05,-0.15175759610244016,-0.1471950828883752,0.2299525386759149,0.03598052227849445
2020-02-06,-0.15213519039459325,-0.1474476808045614,0.22888358350076587,0.03621993210561277
2020-02-07,-0.15381417096731714,-0.14944295285540865,0.22912776930124526,0.03695364057059948
2020-02-10,-0.15460118693154704,-0.15022174937259633,0.22772267609369445,0.03422012148987191
2020-02-11,-0.1542227416968008,-0.15066291526635073,0.2253916196672814,0.03155214482850407
2020-02-12,-0.15386936204230212,-0.1500368936250726,0.22532045494073755,0.030945909682481343
2020-02-13,-0.15316881975660945,-0.1496671301680123,0.22368219002978104,0.02981086867813476
2020-02-14,-0.1535434434038315,-0.14961264275978406,0.22452660373101035,0.030536926690525327
2020-02-18,-0.15256158774783,-0.1492664720836457,0.22055971033489158,0.029011023538989034
2020-02-19,-0.1566438471541092,-0.15454786774449208,0.20441541324737383,0.027991595651407682
2020-02-20,-0.15621633848873057,-0.15334575289739455,0.20437047866453015,0.027769752390881804
2020-02-21,-0.15701603277367915,-0.15352728691635342,0.20228917725788625,0.02634068478974559
2020-02-24,-0.14846491584236088,-0.1462313194897524,0.20076648880920625,0.02436970077896062
2020-02-25,-0.1310234093621697,-0.13391136589142888,0.20571760702791766,0.020931227188745894
2020-02-26,-0.12779606640231983,-0.13563674259703068,0.2024489963685782,0.02572058823894025
2020-02-27,-0.116467212248304,-0.12573619503456462,0.20246561552230027,0.024094951767755488
2020-02-28,-0.11564096777542317,-0.12580712518311746,0.2004458137803143,0.019438625566995174
2020-03-02,-0.10210615367072784,-0.11265851502004197,0.20271527588639257,0.017306278398977342
2020-03-03,-0.09744987472526398,-0.10740151026551145,0.19114282767198534,0.01727568685109208
2020-03-04,-0.09636312642677976,-0.10730962407481812,0.19112988834485994,0.017942405870624196
2020-03-05,-0.1044342091631229,-0.11376080962720256,0.1959513256198225,0.02630580863544844
2020-03-06,-0.1042514638065633,-0.11383970339955751,0.19591685867628048,0.02490450051438271
2020-03-09,-0.005290264745899657,-0.03734621841908406,0.19271876187633014,-0.010497955347939542
2020-03-10,-0.007013235740903758,-0.03789630544886253,0.1912652068330139,-0.007216073242224497
2020-03-11,-0.005379264266490255,-0.03590663558814369,0.19162555786875776,-0.005622170226966784
2020-03-12,0.20845139875863558,0.1587201215750745,0.3018259334219676,-0.020279397167641804
2020-03-13,0.24539150209467092,0.19718736853738147,0.26014307895989724,-0.04152490165280045
2020-03-16,0.2730593744591685,0.23013781823570909,0.26777431516801936,-0.08505670005933809
2020-03-17,0.27663025218470727,0.2343641430494625,0.27085542405465524,-0.09676740784323629
2020-03-18,0.27148198795197087,0.2329183659064638,0.2678978755823837,-0.09218311787731025
2020-03-19,0.26730175904876047,0.23189759834601853,0.23034888027435002,-0.06011816755726851
2020-03-20,0.2654606977130886,0.23155161655972922,0.22844842809639,-0.056824534983180484
2020-03-23,0.2608131805213548,0.23175012014603605,0.2295661691665081,-0.04826080060422978
2020-03-24,0.26425384472409363,0.2376552499210705,0.23637163849698636,-0.053147102172268874
2020-03-25,0.26312990401743747,0.2379015821401383,0.23685984031089952,-0.05288722414580514
2020-03-26,0.258651809951994,0.23538712714013982,0.2376199510460424,-0.053898346283746096
2020-03-27,0.26205691627456246,0.23912956845204264,0.23953409623323316,-0.059087328424816093
2020-03-30,0.2590899481857053,0.2360670532299572,0.23921721339610622,-0.058474474512983744
2020-03-31,0.25855283686394753,0.23568994889384445,0.23520139622608938,-0.05749088279562242
2020-04-01,0.25607771085656195,0.23199983954969816,0.23764516094193014,-0.057425020950055444
2020-04-02,0.25754799283944063,0.23315201133298136,0.23978975242086983,-0.05577879565061423
2020-04-03,0.2580967662245039,0.23352685588653652,0.23954135133609536,-0.05574057470165416
2020-04-06,0.27102003606503133,0.24729946162287605,0.25093198163821634,-0.057254803069456545
2020-04-07,0.27118947077054256,0.24734410666074738,0.25074942733801414,-0.0548598860544326
2020-04-08,0.2717649708693794,0.24806968262395002,0.2495548347783476,-0.05556694073607482
2020-04-09,0.2708265372420965,0.2477659695210954,0.24516736165669362,-0.055731035082004284
2020-04-13,0.2726967196922662,0.2442231477755544,0.2317731347698917,-0.05385764502885908
2020-04-14,0.27109905698083664,0.24152066668646693,0.23149692450667225,-0.0537597514583939
2020-04-15,0.2729113621088148,0.2426297578993386,0.23250799582653933,-0.057828908109924824
2020-04-16,0.27333187909495077,0.24583404529054756,0.23350465584146074,-0.05246219247971581
2020-04-17,0.2717228726987719,0.2455567264232093,0.23260194108420984,-0.051869433405186016
2020-04-20,0.2733047342725365,0.24672413741260316,0.23089595659908288,-0.053163776008965144
2020-04-21,0.2723087525007717,0.24534401750121163,0.23097794526171153,-0.052706656051698116
2020-04-22,0.27342432556475604,0.24663092500608663,0.23453053452069492,-0.054830841987758575
2020-04-23,0.2729657458910114,0.24567877052634027,0.2368464092128265,-0.05308735939098619
2020-04-24,0.2737284394226972,0.2472087684755761,0.2364236969920052,-0.05391926335813905
